Company Name,Address 1,City,State,Zip,Phone,Google Link
California Pizza Kitchen,11677 San Vicente Blvd,LOS ANGELES,CA,90049-5128,3108263573.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Brentwood/@34.053902,-118.465255,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2bca07a64d083:0xef4095cfcfcde6d8!8m2!3d34.053902!4d-118.465255"
California Pizza Kitchen,1202 Commons Dr,GENEVA,IL,60134-3993,6308451731.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Geneva+Commons/@41.893837,-88.341481,17z/data=!3m1!4b1!4m5!3m4!1s0x880ee2bd163f65d5:0xe92939582ffccad0!8m2!3d41.893837!4d-88.341481"
California Pizza Kitchen,13345 Fiji Way,MARINA DEL REY,CA,90292-6906,3103011563.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Marina+Del+Rey/@33.977875,-118.437742,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2b0802e3b81e3:0x5ca10d058c65eecf!8m2!3d33.977875!4d-118.437742"
California Pizza Kitchen,1555 Simi Town Center Way,SIMI VALLEY,CA,93063,8055220030.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Simi+Valley+Town+Center/@34.2843048,-118.76832,17z/data=!3m1!4b1!4m5!3m4!1s0x80e82eb509203877:0x7b97aeb25b6e1d99!8m2!3d34.2843048!4d-118.76832"
California Pizza Kitchen,160 Walt Whitman Rd,HUNTINGTON STATION,NY,11746-4125,6314237565.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Walt+Whitman/@40.823605,-73.410944,17z/data=!3m1!4b1!4m5!3m4!1s0x89e82906aa7dcf79:0x61ffa671459656a4!8m2!3d40.823605!4d-73.410944"
California Pizza Kitchen,1705 Post Oak Blvd,HOUSTON,TX,77056-3801,7139639262.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Post+Oak/@29.749961,-95.460992,17z/data=!3m1!4b1!4m5!3m4!1s0x8640c1416ec1966d:0xf564a003aa0442a4!8m2!3d29.749961!4d-95.460992"
California Pizza Kitchen,1328 Stoneridge Mall Rd,PLEASANTON,CA,94588-3214,9252519771.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Stoneridge+Mall/@37.69444,-121.929077,17z/data=!3m1!4b1!4m5!3m4!1s0x808fec7143dd54bf:0x100f5fb337711c3c!8m2!3d37.69444!4d-121.929077"
California Pizza Kitchen,2284 Kalakaua Ave,HONOLULU,HI,96815-2584,8089242000.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Center+of+Waikiki/@21.278479,-157.8278079,17z/data=!3m1!4b1!4m5!3m4!1s0x7c007275e7f052e9:0x3089e9bc17b18927!8m2!3d21.278479!4d-157.8278079"
California Pizza Kitchen,23181 Village Shops Way,ESTERO,FL,33928-5307,2394987667.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Coconut+Point/@26.40063,-81.808331,17z/data=!3m1!4b1!4m5!3m4!1s0x88db1713b0a39151:0x76d9ec48a867b67e!8m2!3d26.40063!4d-81.808331"
California Pizza Kitchen,238 Summit Blvd,VESTAVIA,AL,35243-3178,2052987931.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+The+Summit/@33.448552,-86.73054,17z/data=!3m1!4b1!4m5!3m4!1s0x88891770a20bc223:0xb3de4cf7cda58b45!8m2!3d33.448552!4d-86.73054"
California Pizza Kitchen,2400 E. Camelback Rd.,PHOENIX,AZ,85016-9303,6025538382.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Biltmore/@33.510599,-112.029753,17z/data=!3m1!4b1!4m5!3m4!1s0x872b0d6ea1817b85:0x49562169e6950902!8m2!3d33.510599!4d-112.029753"
California Pizza Kitchen,1245 Worcester St,NATICK,MA,01760-1529,5086511506.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Natick/@42.300134,-71.385424,17z/data=!3m1!4b1!4m5!3m4!1s0x89e386284431d961:0x64caaa6cb34507a1!8m2!3d42.300134!4d-71.385424"
California Pizza Kitchen,1400 Willowbrook Mall,WAYNE,NJ,07470-6905,9738379501.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Willowbrook/@40.8885155,-74.2620825,17z/data=!3m1!5s0x89c301a15da418cb:0x7edf0a3ac17b4dec!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+1400+Willowbrook+Mall+WAYNE+NJ+07470-6905!3m4!1s0x89c301a35e32d01b:0x4d173075b437d963!8m2!3d40.8887069!4d-74.2593816?hl=en"
California Pizza Kitchen,17350 Hall Rd,CLINTON TOWNSHIP,MI,48038-1207,5862635667.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Partridge+Creek/@42.625931,-82.948071,17z/data=!3m1!4b1!4m5!3m4!1s0x8824dfca9f03b683:0x60d9addaa8370671!8m2!3d42.625931!4d-82.948071"
California Pizza Kitchen,1870 Annapolis Mall,ANNAPOLIS,MD,21401-3117,4105732060.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Annapolis/@38.9904001,-76.5449197,17z/data=!3m1!5s0x89b7f6d67ce6c047:0x663c92cc1b5e4aab!4m5!3m4!1s0x89b7f6d30ad6144f:0xdd1e9dd1af7ee925!8m2!3d38.990396!4d-76.542731?hl=en"
California Pizza Kitchen,2000 E Rio Salado Pkwy,TEMPE,AZ,85281-5181,4809670498.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Tempe+Marketplace/@33.433006,-111.90313,17z/data=!3m1!4b1!4m5!3m4!1s0x872b08543eea7bab:0xe8708a40c1b4dede!8m2!3d33.433006!4d-111.90313"
California Pizza Kitchen,2200 E Thousand Oaks Blvd,THOUSAND OAKS,CA,91362-2958,8057771778.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Lakes+at+Thousand+Oaks/@34.174208,-118.845755,17z/data=!3m1!4b1!4m5!3m4!1s0x80e8253a4fad39dd:0x359b167bc422e88!8m2!3d34.174208!4d-118.845755"
California Pizza Kitchen,2241 Q St NE,ALBUQUERQUE,NM,87110,5058833005.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Albuquerque+Uptown/@35.102897,-106.567504,17z/data=!3m1!4b1!4m5!3m4!1s0x87220acf0a6542bb:0xedc2cdce00859940!8m2!3d35.102897!4d-106.567504"
California Pizza Kitchen,24061 Newhall Ranch Rd,VALENCIA,CA,91354,6612592082.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Valencia/@34.431177,-118.556485,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2875dbec24a13:0x42329b8d56dc71a!8m2!3d34.431177!4d-118.556485"
California Pizza Kitchen,25304 Crenshaw Blvd,TORRANCE,CA,90505-6100,3105395410.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Rolling+Hills/@33.7941754,-118.3293436,17z/data=!3m1!4b1!4m5!3m4!1s0x80dd4a5bf0e5b77f:0xc3dcae49bdd20283!8m2!3d33.7941754!4d-118.3293436"
California Pizza Kitchen,264 19th St NW,ATLANTA,GA,30363-1137,4042497034.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Atlantic+Station/@33.7930185,-84.397095,17z/data=!3m1!4b1!4m5!3m4!1s0x88f504f81ed7d4bb:0xb244c076bcc423ab!8m2!3d33.7930185!4d-84.397095"
California Pizza Kitchen,2800 W Big Beaver Rd,TROY,MI,48084-3228,2488160900.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Somerset/@42.5631585,-83.183572,17z/data=!3m1!4b1!4m5!3m4!1s0x8824c6957351eefd:0x3c63ae5f6ddf20e!8m2!3d42.5631585!4d-83.183572"
California Pizza Kitchen,24155 Laguna Hills Mall,LAGUNA HILLS,CA,92653-7620,9494589600.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Laguna+Hills/@33.6321617,-117.8645716,11z/data=!3m1!5s0x80dce8ee890d78f9:0x7edf0a3a5718c5ac!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+24155+Laguna+Hills+Mall+LAGUNA+HILLS+CA+92653-7620!3m4!1s0x80dce8ee816d9e6f:0xcf612986bc277463!8m2!3d33.611999!4d-117.708029?hl=en"
California Pizza Kitchen,2601 Preston Rd,FRISCO,TX,75034-9480,9727120884.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Stone+Briar/@33.0987596,-96.8136198,17z/data=!3m1!5s0x864c3ceb6835a37f:0x663c92cc5ae446c6!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+2601+Preston+Rd+FRISCO+TX+75034-9480!3m4!1s0x864c3ceb07127b3b:0x85c8059a25a672c2!8m2!3d33.098319!4d-96.811346?hl=en"
California Pizza Kitchen,27500 Novi Rd,NOVI,MI,48377-3418,2484493280.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Twelve+Oaks/@42.4927891,-83.4714596,17z/data=!3m1!4b1!4m5!3m4!1s0x8824af089ffc2273:0xc7894d4626e84c68!8m2!3d42.4927891!4d-83.4714596"
California Pizza Kitchen,2855 Stevens Creek Blvd,SANTA CLARA,CA,95050-6738,4082430081.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Valley+Fair/@37.3261608,-121.9435709,17z/data=!3m1!4b1!4m5!3m4!1s0x808fcb1f954cec81:0x5a1e03f02cc177cb!8m2!3d37.3261608!4d-121.9435709"
California Pizza Kitchen,3001 El Camino Real,TUSTIN,CA,92782-8905,7148385083.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Tustin/@33.7242943,-117.7923528,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcdc79ae176d85:0x8a9a0eae1bf8044b!8m2!3d33.7242943!4d-117.7923528"
California Pizza Kitchen,28258 Diehl Rd,WARRENVILLE,IL,60555-3854,6303930852.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Warrenville/@41.9805278,-88.6051002,9z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+28258+Diehl+Rd+WARRENVILLE+IL+60555-3854!3m4!1s0x880ef89f6d8ba3ab:0x1a3d55487ea9356c!8m2!3d41.803172!4d-88.172539?hl=en"
California Pizza Kitchen,2901 S Capital of Texas Hwy,AUSTIN,TX,78746-8120,5123276905.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Barton+Creek/@30.258721,-97.807728,17z/data=!3m1!4b1!4m5!3m4!1s0x865b4ae791750157:0x1e42615ca1db15a7!8m2!3d30.258721!4d-97.807728"
California Pizza Kitchen,310 Los Cerritos Mall,CERRITOS,CA,90703-5425,5628654547.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Cerritos/@33.8624005,-118.0929859,17z/data=!3m1!4b1!4m5!3m4!1s0x80dd2d744fb22ae1:0x50088a9c760e12b2!8m2!3d33.8624005!4d-118.0929859"
California Pizza Kitchen,3200 Las Vegas Blvd S,LAS VEGAS,NV,89109-0766,7028931370.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Fashion+Show+Mall/@36.1275279,-115.173689,17z/data=!3m1!5s0x80c8c416a26be787:0x4392ab27a0ae83e0!4m5!3m4!1s0x80c8c415f0a42c77:0x172c4dd246aafbd4!8m2!3d36.1275236!4d-115.1715003?hl=en"
California Pizza Kitchen,3363 Nobel Dr,LA JOLLA,CA,92037-1812,8584574222.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+La+Jolla+Village+Square/@32.867617,-117.231034,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc06d2f44d8d01:0x15930b6f74a61c87!8m2!3d32.867617!4d-117.231034"
California Pizza Kitchen,3393 Peachtree Rd NE,ATLANTA,GA,30326-1109,4042629221.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Lenox/@33.845605,-84.361427,17z/data=!3m1!4b1!4m5!3m4!1s0x88f505f8819ce059:0x930529e6a48ff3e9!8m2!3d33.845605!4d-84.361427"
California Pizza Kitchen,3505 Grand Ave,CHINO HILLS,CA,91709-5412,9095903090.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Chino+Hills+Town+Center/@34.002075,-117.729991,17z/data=!3m1!4b1!4m5!3m4!1s0x80c332a4305aaa21:0x78b67b7bc19e3fa9!8m2!3d34.002075!4d-117.729991"
California Pizza Kitchen,4031 Hillsboro Pike,NASHVILLE,TN,37215-2786,6154600192.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Hill+Center/@36.102771,-86.817022,17z/data=!3m1!4b1!4m5!3m4!1s0x88646470c5d37641:0x88503657e3ce3723!8m2!3d36.102771!4d-86.817022"
California Pizza Kitchen,4250 Roswell Rd,MARIETTA,GA,30062-8110,7709717950.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Pine+Straw/@33.9202999,-84.4618103,11z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+4250+Roswell+Rd+MARIETTA+GA+30062-8110!3m4!1s0x88f50d77b8ef4b77:0x24e07feb388697cd!8m2!3d33.982674!4d-84.426209?hl=en"
California Pizza Kitchen,4600 Ashford Dunwoody Rd NE,ATLANTA,GA,30346-1512,7703930390.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Perimeter/@33.9202999,-84.4472533,11z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+4600+Ashford+Dunwoody+Rd+NE+ATLANTA+GA+30346-1512!3m4!1s0x88f5095c1cde1371:0x1407ff68e69ed926!8m2!3d33.928364!4d-84.33752?hl=en"
California Pizza Kitchen,470 Mall Blvd,KING OF PRUSSIA,PA,19406,6103371500.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+King+of+Prussia/@40.0894427,-75.3847576,17z/data=!3m1!4b1!4m5!3m4!1s0x89c695b516280d45:0xfd0b96c3f849cb0c!8m2!3d40.0894427!4d-75.3847576"
California Pizza Kitchen,514 W Germantown Pike,PLYMOUTH MEETING,PA,19462,6108288232.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Plymouth+Meeting+Mall/@40.117321,-75.282309,17z/data=!3m1!4b1!4m5!3m4!1s0x89c6bc37d47b1f53:0xea8ce5d3590c955d!8m2!3d40.117321!4d-75.282309"
California Pizza Kitchen,53 3rd St,SAN FRANCISCO,CA,94103,4152780443.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+53+Third+Street/@37.7870559,-122.4024734,17z/data=!3m1!4b1!4m5!3m4!1s0x808580880a734dad:0x35988aa341fe344!8m2!3d37.7870559!4d-122.4024734"
California Pizza Kitchen,5555 Tamiami Trl N,NAPLES,FL,34108-2879,2395661900.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Naples/@26.2137158,-81.8041637,17z/data=!3m1!5s0x88db1e41c03dad5b:0x7edf0a3afeb76f2c!4m5!3m4!1s0x88db1e41bb75bd81:0x67f7a337c755d7fe!8m2!3d26.213711!4d-81.801975?hl=en"
California Pizza Kitchen,5757 Wayne Newton Blvd,LAS VEGAS,NV,89111-8037,7022617317.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@36.081471,-115.137822,17z/data=!3m1!4b1!4m5!3m4!1s0x80c8c598fa10348d:0xa5a7cef118aa42f6!8m2!3d36.081471!4d-115.137822"
California Pizza Kitchen,6000 Glades Rd,BOCA RATON,FL,33431-7286,5613682805.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Boca+Raton/@26.3634341,-80.1311038,17z/data=!3m1!4b1!4m5!3m4!1s0x88d91e7bcdb33c35:0xa3b6df970599ab3f!8m2!3d26.3634341!4d-80.1311038"
California Pizza Kitchen,61 S Pine Ave,LONG BEACH,CA,90802-8155,5626281800.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+The+Pike+Outlets/@33.765097,-118.192627,17z/data=!3m1!4b1!4m5!3m4!1s0x80dd313a40d0293b:0xbac6e3e985088dd3!8m2!3d33.765097!4d-118.192627"
California Pizza Kitchen,6659 Las Vegas Blvd S,LAS VEGAS,NV,89119-3272,7028965154.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Town+Square/@36.068141,-115.17486,17z/data=!3m1!4b1!4m5!3m4!1s0x80c8c5f1441e59e5:0x87e572beae62ea4!8m2!3d36.068141!4d-115.17486"
California Pizza Kitchen,6910 Fayetteville Rd,DURHAM,NC,27713-8258,9193614200.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+The+Streets+at+Southpoint/@35.904407,-78.94283,17z/data=!3m1!4b1!4m5!3m4!1s0x89acf0f801421b99:0x4fcba6cea933b23b!8m2!3d35.904407!4d-78.94283"
California Pizza Kitchen,695 N Alafaya Trl,ORLANDO,FL,32828-7045,4073845689.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Waterford+Lakes/@28.5543607,-81.204186,17z/data=!3m1!4b1!4m5!3m4!1s0x88e767cb58fa411b:0xae9d76d2cbb4823d!8m2!3d28.5543607!4d-81.204186"
California Pizza Kitchen,7101 Democracy Blvd,BETHESDA,MD,20817-1052,3014695090.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Bethesda/@39.023615,-77.145122,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7cc7e26d7fb45:0x61d05ffcf5a995bc!8m2!3d39.023615!4d-77.145122"
California Pizza Kitchen,7315 SW Bridgeport Rd,TIGARD,OR,97224-7710,5039680504.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Bridgeport/@45.3958503,-122.7521216,17z/data=!3m1!4b1!4m5!3m4!1s0x549572ebdb07ae89:0x356e20cb2845317d!8m2!3d45.3958503!4d-122.7521216"
California Pizza Kitchen,7900 Shelbyville Rd,LOUISVILLE,KY,40222-5458,5024255125.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Oxmoor/@38.2476887,-85.6105994,17z/data=!3m1!4b1!4m5!3m4!1s0x8869755af7594947:0x70f17c68a4117ee7!8m2!3d38.2476887!4d-85.6105994"
California Pizza Kitchen,7939 Tysons Corner Ctr,MCLEAN,VA,22102,7037611473.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Tysons+Corner/@38.917345,-77.221172,17z/data=!3m1!4b1!4m5!3m4!1s0x89b64aefbbe5efeb:0xe711db8ce44a21f1!8m2!3d38.917345!4d-77.221172"
California Pizza Kitchen,8343 Park Meadows Center Dr,LITTLETON,CO,80124-5132,7208730400.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Park+Meadows/@39.5643769,-104.8732369,17z/data=!3m1!4b1!4m5!3m4!1s0x876c85a50d8808af:0x63a22a0f113c04f8!8m2!3d39.5643769!4d-104.8732369"
California Pizza Kitchen,876 Marsh St,SAN LUIS OBISPO,CA,93401-3612,8057840790.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+San+Luis+Obispo/@34.8490616,-120.7416853,9z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+876+Marsh+St+SAN+LUIS+OBISPO+CA+93401-3612!3m4!1s0x80ecf1030b08a063:0x2d6d514cb0318cc3!8m2!3d35.2796373!4d-120.6619235?hl=en"
California Pizza Kitchen,98-1005 Moanalua Road,AIEA,HI,96701-4718,8084877741.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@21.383607,-157.939989,17z/data=!3m1!4b1!4m5!3m4!1s0x7c006f4d57b24cd5:0xbc8164c887e6b245!8m2!3d21.383607!4d-157.939989"
California Pizza Kitchen,39 Norwich Westerly Rd,LEDYARD,CT,6338,8608592912.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Foxwoods+Casino/@41.4729043,-71.9601161,17z/data=!3m1!4b1!4m5!3m4!1s0x89e675845275a815:0xb3e8963a5bca155f!8m2!3d41.4729043!4d-71.9601161"
California Pizza Kitchen,3320 N Sepulveda Blvd,MANHATTAN BEACH,CA,90266-2454,3107961233.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Manhattan+Beach/@33.8992614,-118.3951034,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2b3f9acc8f14d:0xf57980814e37cb22!8m2!3d33.8992614!4d-118.3951034"
California Pizza Kitchen,4040 City Ave,PHILADELPHIA,PA,19131-1738,2154737010.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+City+Line/@40.0074349,-75.2124437,17z/data=!3m1!4b1!4m5!3m4!1s0x89c6c762e7f6e3ef:0x25b2d073fbbe0341!8m2!3d40.0074349!4d-75.2124437"
California Pizza Kitchen,4200 Conroy Rd,ORLANDO,FL,32839-2449,4072487887.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Millenia+Mall/@28.485466,-81.432003,17z/data=!3m1!4b1!4m5!3m4!1s0x88e77ea893b83cbf:0xa880a791437e9d4f!8m2!3d28.485466!4d-81.432003"
California Pizza Kitchen,500center Mall,LAKEWOOD,CA,90712-2407,5626330854.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Lakewood/@33.851722,-118.141033,17z/data=!3m1!4b1!4m5!3m4!1s0x80dd32f3f667e57d:0x7aca508ff0d56df8!8m2!3d33.851722!4d-118.141033"
California Pizza Kitchen,5173 Peachtree Pkwy,NORCROSS,GA,30092-2505,7706620929.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Peachtree/@33.979996,-84.217244,17z/data=!3m1!4b1!4m5!3m4!1s0x88f5a1a5fe6a99e9:0x8214a1c832bf525c!8m2!3d33.979996!4d-84.217244"
California Pizza Kitchen,551 Oakbrook Ctr,OAK BROOK,IL,60521,6305717800.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Oakbrook/@41.852247,-87.951706,17z/data=!3m1!4b1!4m5!3m4!1s0x880e4c4217dcf887:0x664597b3d7c491a4!8m2!3d41.852247!4d-87.951706"
California Pizza Kitchen,6301 N Point Pkwy,ALPHARETTA,GA,30022-3064,7706648246.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Northpoint/@34.04717,-84.291365,17z/data=!3m1!4b1!4m5!3m4!1s0x88f59e233672e77f:0xf64b060d3dec64bd!8m2!3d34.04717!4d-84.291365"
California Pizza Kitchen,6801 Hollywood Blvd,HOLLYWOOD,CA,90028-6163,3234602080.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Hollywood/@34.10279,-118.339309,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2bf23c3bb14c7:0xab35798f366a47b0!8m2!3d34.10279!4d-118.339309"
California Pizza Kitchen,719 Paseo Nuevo,SANTA BARBARA,CA,93101-3394,8059624648.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Santa+Barbara/@34.418802,-119.700585,17z/data=!3m1!4b1!4m5!3m4!1s0x80e91499eec498bd:0x892af3fd88d54fa6!8m2!3d34.418802!4d-119.700585"
California Pizza Kitchen,73080 El Paseo,PALM DESERT,CA,92260-4292,7607765036.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+The+Shops+on+El+Paseo/@33.719923,-116.389722,17z/data=!3m1!4b1!4m5!3m4!1s0x80dafe717cd5318d:0x47e0c663b2f09535!8m2!3d33.719923!4d-116.389722"
California Pizza Kitchen,7985 N Blackstone Ave,FRESNO,CA,93720-4307,5594480801.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Fresno/@36.8514625,-119.7937458,17z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+7985+N+Blackstone+Ave+FRESNO+CA+93720-4307!3m4!1s0x8094681e42dbff0d:0x64fe1f47f07ddaf7!8m2!3d36.851417!4d-119.791521?hl=en"
California Pizza Kitchen,8411 Preston Rd,DALLAS,TX,75225-5527,2147507067.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Berkshire/@32.9475365,-97.0606178,11z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+8411+Preston+Rd+DALLAS+TX+75225-5527!3m4!1s0x864c2121e517a8e3:0xbda6f52958b17fba!8m2!3d32.864612!4d-96.804431?hl=en"
