name,stars,text,timeSince,openStatus,key
Jean JonesJulia,5.0,I regularly stop by buying some food in this spot. I enjoy the speedy service and well prepared food. Keep up the good work.,7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Eileen Haney,5.0,"We have found our new pizza spot!!!

Do yourself a favor and order the original wings and their cheese pizza, wow, they were so tasty.

My group literally ordered two of the cheese pizzas.

We also had the cheesesteak and another pizza with hot peppers, both were delicious, but not as tasty as the cheese pizza.

My family and I will definitely return!",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
J D,5.0,You can never go wrong at Anthony’s Coal Fired Pizza! Always great always consistent! Pizza wings and margaritas! The best!!!!,8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Petranne Lewis,3.0,"Pizza was very good , cheezy and thin curst and hot !
Lemonade was not sweet and very good!
Wing have a sweet and salty taste but wings was very hard !
The wings need to be much softer , wing such be soft and dropping off the bone when u bite !",7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Michael Brody,5.0,"The food is very good, a simple and good selection.  Great beer selection.  Service is usually very good.",7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Esk,1.0,"Restaurant is looking good. But not delicious pizza or food there. I did not like it. Wings was cold pizza wasn’t delicious
Thanks anyway.",8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Don Jackson,4.0,"Food was above average.  Service was among the best I have ever had. As I am retired Air Force, the 50% off total is outstanding.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Amber,5.0,"Excellent service and delicious food. I would recommend the meatballs. They are so good on the cheese pizza we had. Our server, Brian was very personable and nice. He was also able to get our food out on time.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Bill Flynn,1.0,We have been eating at Anthony's since not long after the Exton location opened. We love the pizza.  Today's visit in Wynnewood was very disappointing. The main issue was the poor service. There were at least 6 people on the wait staff and only two other tables occupied. One with 4 people and one with a single. Plus one person at the bar. So you would assume there would be no delays. You would be wrong!  Then there was the pizza. For some reason the cook decided it needed an extra health dose of pepper.  While we will be back it may quite a while.,11 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Barbara Scorzetti,5.0,"The food was good. Asked for not burned pizza, no problem. It was very good!",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Kendria Clark,3.0,The pizzas good the staff is good. Big TV's everywhere. A bit pricey,9 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jordan T,1.0,"HORRIBLE over the phone and pick up service

Do NOT what so ever order on the phone from this place.  I just ordered 3 pizzas and the expected wait was 30 minutes.  Turns out that after an hour the food wasn’t ready and the people ignored my order.  This has happened more than once.  Also they can’t handle busy nights.",8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
mensavi kossi,1.0,"Ordered a take out pepperoni pizza, when i got home i realized it was all burned at the bottom. I had to scrape every slice before eating it.👎🏾",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
leo menz,1.0,"Poorly managed staff.. Lots of persons, smoking, eating, sitting and going in circles. Absolutely no teamwork on this visit.",8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Fraggle Rock,4.0,If you like wings that are simply seasoned without all that sauce then this is a great option. Pizza of top shelf!,10 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Melissa Ruiz,5.0,"This is a truly great sushi restaurant, the fish is high quality and fresh. The  presentation is fantastic, don't forget the flowers on the plates are edible. Can't go wrong with this restaurant.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Bruce Braverman,4.0,"Pizza good, wings good, price good. We enjoyed it.",7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Marisa Walker,1.0,"Very disappointed. This location seems to be suffering pretty bad, the food does not taste the same as the other locations, very dirty restaurant, and poor staff.",11 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Zane Nilsson,4.0,"The red sauce is pretty acidic, but the wings...get the original wings.",10 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Edward Otto,5.0,I really enjoy this place.  Pizza is outstandingly delicious thin crust coal fire favor. Best pizza anywhere. Wings are incredible coal fired oven cooked. The best wings ever. I asked for well done fantastic wings. Tuna sandwich was fabulous.,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Hale Richards,3.0,Honestly I'm not sure what all the fuss is about. The pizza was only fair. The meatballs were very good. It's expensive and I think many of the local pizza shops in the area are better. The service was very good. If I was with a group and the wanted to go there I would go along but I wouldn't go back on my own.,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
John Flood,5.0,"Very good! I started out trying the wings which are amazing. They are dry rubbed and roasted in the oven served with carmelized onions on top. They had an abundance of flavor and they were very fresh.
Secondly i tried the pizza (of course) i had 1/2 plain 1/2 olives. They were both excellent and suggest either of them.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Steven Aldinger,5.0,"Great pizza, Great wings and a very friendly bartender.",7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Lisa Waller,3.0,"I only ordered a salad and the cannoli dessert because there isn't much to choose from on the menu at all. They have good food based on our overall experience, but I definitely wouldn't recommend it if you're looking for a variety of different foods to choose from. It is VERY limited. Otherwise, great atmosphere. The staff is polite and relatively quick.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
geri dalonzo,3.0,The wings are really good and the environment is fun.,8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Brittany Bratton,5.0,Our go to pizza place. They’re always consistent and the pizza is delicious !,9 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jim Rongzhi YE,5.0,"Great experience,good service! I came to Anthony Coal Fried Pizza with my family last week, I would highly recommended their pizza which tasted very crispy with burn, I do like it but my mom didn't. The environment absolutely relaxing and cozy, we all had good time,definitely be back.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jesus Rivera,5.0,Wow. Amazing food.  Great service.,10 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Eric Williford,5.0,ARE YOU KIDDING ME??? The best wings and Pizza on the East...Yea I said it!,11 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Eric Karson,2.0,"Nice interior, pizza just not for me",7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Mike Bannan,5.0,TSome of their stuff like the fra diablo pizza is incredible.  Just a nice fun place for friends and families.,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Linda Jenkins,1.0,There was a mouse running around the dining area,10 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Santo Durso,5.0,"Great Pizza
Try their wings as an appetizer",8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Bruce Goldstein,2.0,"Something changed, and not for the better.
I have been here many times, and the reason to keep going back...thin, crispy crust, tasty sauce, great cheese..well done.
Tonight's Pizza..seems like they went next door to Giant and grabbed a few out of the freezer. Doughy, undercooked crust, barely a coating of cheese.
I hope this is just an off night for them...",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Brian Heller,4.0,Solid pizza with plenty of options. Good place for families.,11 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Deneen Clark,5.0,The wings and salad  was fantastic.,7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Andrew Goldstein,1.0,"The prices are way too expensive for burnt pizza, and meatballs that are still raw in the middle. I also asked one of the staff to fix the wobbly table, and he shoves napkins under it. This is one of the worst unprofessional restaurants I’ve ever been to.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
enzo Johnson,3.0,Food is very good poor service,11 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Rasheed Teal,1.0,"Me and my wife have been coming here for two years now the Food was good In the beginning, but now the pizza comes out watery, the place isn’t managed right and not to mention I over heard one of the cooks say something Inappropriate to another employee  it confused me because this guy actually looks old enough to be her father discussing!!!!",8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Robert Connelly,1.0,"Placed order online at 7 pm. Order was to be ready at 7:25 pm.  Had to wait until 8 pm, 35 minutes later for food. No communication whatsoever from staff other then, we are behind. Horrible customer service.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
John Capuzzi,5.0,Love this place. The char on the wings and pizza the best. If you like you pizza on the soft side pass this place up. Service is always great,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Pushpita Choudhury,5.0,"Tasty and delicious pizza , always!! Love this place",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
ramon rosado,5.0,Just had dinner as a fly by random night with the family at this place from the server to the food everything was very good will be coming back,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
phillyface Ske,4.0,A nice atmosphere to have a drink and fresh cooked 🍕. They have a large variety of different types of food and drinks.,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
queen_ lanna,1.0,Urber take out terrible  service. They don't  ignollage me every  time i go in that place. Very  sarcastic,11 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Kenneth Hantman,5.0,"I'm a big fan of Anthony's, enjoy seeing friends and the eating various things from their small menu. Although I don't eat much pizza, I really loved the way they do theirs. The cauliflower pizza is exceptional. The bartenders are fun adorable. And the bonus is did I can walk there. It's not a 3 star Michelin restaurant, however great for what it is.",3 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
lucas hersh,5.0,Good pizza great meatballs. Expect to pay a little extra for being on the mainline but it was worth it,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Debbie Cutilli,5.0,Never disappointed!😍Italian Margarita was excellent!!,11 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jimmy Wilson,1.0,"I was excited about this location opening since I live nearby, but it’s not the same quality as the Wayne location. The restaurant in Wayne has a good taste, and a clean restaurant, unlike Wynnewood. Almost every Friday I go all the way out to the one in Wayne.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Noelle Kelly,5.0,We love coming to Anthony's.  We took my in laws who had never been and they enjoyed it alot.  The pizza is fresh and it keeps the lilys distracted with all the sports tvs.,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
TANIA HILL,3.0,"Loved the atmosphere,  nice restaurant in a nice area.  I didn't enjoy the thin crust...found it to be a bit too hard for my liking...but it is a coal fired pizza place not oven backed in a pan",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
coleman clarke,4.0,"Decided to go here tonight. Good pizza, needed more cheese, even with the extra that we ordered. Otherwise, the pizza is pretty good and well cooked as well. Decent beer selection too.Place was bright and clean as it just opened. The outdoor seating area is nice and very good wait staff.. We will be back.",4 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Sharen WestT,5.0,The baked chicken was fabulous 👌 and delicious,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
david forman,5.0,Keith is the single BEST manager I have ever experienced in any restaurant.  We have traveled the world and the service and dining experience he and his well trained staff gives you is incomparable. 5 stars to Anthony's for their food and drink and 10 stars to Keith Blank for his personalized service.  A pleasure to visit your restaurant!,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Butterfly Sparkle,4.0,"When I first came to the Grand Opening of your store and sat at the bar. A young friendly energetic lady by the name of Amber immediately greeted me and my guest. She was the reason I kept coming back, and the reason why I would bring my family and friends their. When I found out that she no longer work the bar area. My family, friends and myself were very disappointed. All the Customer's at the bar including myself enjoyed her friendly outgoing personality. Dean is also a Great person who waits on us at the bar, very friendly and gives fast service. When Dean and Amber are not at the bar, I'm disappointed. I found out that Amber is no longer at the bar area and I'm now thinking about not coming to your place of business. The other young lady named Stacey who now serves at the bar is very rude and obnoxious and extremely loud! She treated one of my quest rude and we left! I think Amber is a Great Bartender and should be given her position back. The food is Great, although not enough food items to select from. We mostly come back to see Dean, Amber and Keith. I hope you consider giving Amber back her old position as a Bartender. I think she is being treated unfairly at your facilities!",3 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
hakim hudson,4.0,Dont come here and not get the wings.......EXCELLENT,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Sharon Torain,5.0,Cold fried  Chicken  delicious with onions,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Antonio Salerno,4.0,Great food and great service. Had the meatball pie and it was good.,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jeffrey Rafsky,4.0,"Very tasty food.  A little overcooked, but still good.  Most of their food prep (wings and pizza) is on the charred side.  Excellent service.",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Patrick Stewart,3.0,"Service is decent, staff are certainly friendly. Pizza is not the most flavorful around. Meatballs are pretty good. Happy Hour menu specials are good.",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
epi curean,3.0,"I had a mixed reaction to my pizza. Anthony's had the crust down right --- nice and crisp, even blackened in spots. But the sauce was liquid and tasted as if it hadn't benefited from the heat of the oven. Otherwise, the waiters were efficient and polite, and the pizza came with surprising speed. I don't know why restaurants favor loud tunes and sports channels -- seems like a reasonably quiet place to converse and eat would be a selling point -- but I guess Anthony's is no noisier than most",3 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Tom Tom,5.0,Awesome service great food. This place is the $h*t!!,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
John Paul Heisler,2.0,"Ok, guys, please change your bathroom decor. Honestly, without it you would be recommendable. The pizza was delicious.  I forgot my receipt and the folks were very helpful when I returned.  This place is super popular and therfore quite packed and fun.  My pizza came 10 min late with no apology, but it wasn't a huge deal - they were super busy.",8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
mabel aviles,5.0,Delish brick oven pizza. Gourmet prices but worth it. Nice atmosphere considering it was in a shopping plaza.,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Francine Sichetti,1.0,We ate at the wynewood restaurant tonight and the food was horrible. Salad was brown and barely any dressing or toppings. Had to send it back. We ordered a half pepperoni pizza half sausage and rabe. We got half sausage n rabe and half sausage. Tasted awful. We also ordered a plain pizza and it was awful too. Will never go back to wynewood again,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Spencer Gamble,5.0,Very good pizza,8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Regena Upsher,3.0,"The wait staff was ok. Not very interactive.  My aunt recommended this spot and I had been wanting to try it out. The pizza was ok, however the Blood Orange drink I had was really good.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
James Reeves,5.0,"Had s philly cheesesteak pizza and it was awesome.  Also had some wings....I dont remember what flavor, but they were awesome as well.  5 of us ate and had a few beers and the price was very reasonable.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Mark Devlin,2.0,"I really want to like Anthony's.  It is walking distance and very convenient.  However, every time we convince ourselves to go back, they somehow manage to disappoint.  Tonight we ordered a Calzone.  It wasn't cooked through, so the cheese in middle was not melted (actually, a bit cold).  I would have sent it back, but the waitress did not stop by, so we continued eating it.  I did inform her at the end.  All I got was an, ""oh?""",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Gail Mallory,4.0,The wings are tasty,7 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Andrea Muse,5.0,"First time husband and I  dined here, food and service were good!",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Steve Palchik,3.0,Came here for a late dinner around 9. Shared the wings and meatballs with a friend. Wings were juicy but I didn't care for the small burnt pieces of skin on each piece. The meatballs were a decent size but kind of bland. The ricotta cheese on the side was a nice touch. May come back to try the pizza.,3 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Delone Leslie,5.0,Great wings overall food was good,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jeremy Mishkin,4.0,Delicious Pizza and great wings. Excellent service.  A perfect casual spot.,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Tamela Saksa,3.0,"Really nice ambiance, good service . Pizza was just a little bland.",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Rafhia Foster,5.0,AMAZING PIZZA The crust is obviously fresh and handmade,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jane Smith,3.0,"Food tastes good. Majority of the time I go there, I hear this guy in front of the oven blowing his nose.",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
yair keshet,5.0,"Good pizza, beer, and friendly staff. Family friendly, but also adult friendly.",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
BadMuva Jamma,3.0,Stick with the basic cheese pie.  The cheese steak topping was horrific,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Anthony Bryant,5.0,Great food although a bit expensive,8 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Rosa LoSardo,5.0,Best chicken wings!!!,9 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Monique Timberlake-Brady,3.0,A little pricey but good.,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jeff Keleshian,1.0,"The pizza was past well done, it was cheese on a burnt cracker. And the wings were so dry it was shameful. Every other anthonys coal fired pizza I have been to was delicious but this place is horrible. I would never go back and I'm scared to go back to any of the others around after that experience",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
pat wynn-mason,4.0,Coal fired chicken is delicious!,a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Christopher McNutt,5.0,Great pizza!!,6 months ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Darnell Young,5.0,"The pizza is awesome great taste, flavorful and it won't give you that bloated gassy feeling some pizzas give. So try them you'll like them",a year ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Nicholas,5.0,Quick service and great food. Meatballs were amazing.,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Federico J. Piantini Jr.,5.0,"Enjoyable and fantastic. WOW...Pizza was great, we order a second to go.",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jeff Kleger,3.0,Lots of Video screens. Decent food. Excellent wings,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Dr. Curtis Gregory,4.0,Always great food here. Service is sometimes inconsistent but never rude.,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Nyshema Phillips,5.0,Food and service great for the first encounter. I give them twenty stars,3 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Karen Sanborn,5.0,Great pizza and service!!!!! The pepperoni is some of the best we have tasted.,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Kyle R,5.0,This place was very nice...... and the pizza was amazing,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Jeff Coran,3.0,"Pizza was good, but for the money over priced. The place is pretty but for me just to get a decent pizza I will go else where, there is just as good or better, for a bit less.",2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
Janeth Ann,5.0,Great atmosphere! Good food too !,2 years ago,Open,Anthony's Coal Fired Pizza 50 East Wynnewood Road WYNNEWOOD PA 19096 (610) 645-5453
