id,Keyword,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Facebook,Twitter,Instagram,Lat,Lng,Claimed,Category,Rating,Reviews,Top_Image_URL,Sub_Title,Pricing,Amenities,Summary,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,External_Urls,Photo_Tags,URL,Unnamed: 36,Status
55,Anthony's Coal Fired Pizza 2101 Promenade Blvd FAIR LAWN NJ 07410-2805 (201) 796-2625,Anthony's Coal Fired Pizza,"2101 Promenade Blvd, Fair Lawn, NJ 07410",2101 Promenade Blvd,Fair Lawn,NJ,7410,"WVVC+F3 Fair Lawn, New Jersey",acfp.com,(201) 796-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.943672799999995,-74.129848,No,Pizza restaurant,4.2,415,https://lh5.googleusercontent.com/p/AF1QipMVWAYmWh7yHhwHylYHya44hRMGV5fw7mCWlFKt=w408-h271-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.9436728,-74.132042,17z/data=!3m1!5s0x89c2fc834b4b871d:0x649be6dedec46945!4m5!3m4!1s0x89c2fc9cb4a2305b:0x353bfd350dd53867!8m2!3d40.9436728!4d-74.129848?hl=en",,Scraped
54,Anthony's Coal Fired Pizza 180 Needham St NEWTON MA 02464-1508 (617) 467-4250,Anthony's Coal Fired Pizza,"180 Needham St, Newton, MA 02464",180 Needham St,Newton,MA,2464,"8Q6P+JQ Newton, Massachusetts",,(617) 467-4250,,,,,42.3115528,-71.2130583,No,Pizza restaurant,4.3,340,https://lh5.googleusercontent.com/p/AF1QipMIQiltQAOtasTgpkwgDNrF26caYujKwN2_VXe4=w408-h306-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Menu, Food & drink, Vibe, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@42.3115528,-71.2152523,17z/data=!4m5!3m4!1s0x89e38219d294b7bf:0xe6bbc13ac39cb903!8m2!3d42.3115528!4d-71.2130583?hl=en",,Scraped
53,Anthony's Coal Fired Pizza 201 Constitution Ave LITTLETON MA 01460-1144 (978) 486-4124,Anthony's Coal Fired Pizza,"201 Constitution Ave, Littleton, MA 01460",201 Constitution Ave,Littleton,MA,1460,"HG2C+MQ Littleton, Massachusetts",acfp.com,(978) 486-4124,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,42.551742600000004,-71.47807840000002,No,Pizza restaurant,4.1,671,https://lh5.googleusercontent.com/p/AF1QipNwV9__mKzshqX6hr-U0kY7-J01TeRFeapT416K=w426-h240-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@42.5517426,-71.4802724,17z/data=!4m5!3m4!1s0x89e395df54eaf889:0x11b8b006bdbb28!8m2!3d42.5517426!4d-71.4780784?hl=en",,Scraped
52,Anthony's Coal Fired Pizza 2343 SE Federal Hwy STUART FL 34994-4528 (772) 287-7741,Anthony's Coal Fired Pizza,"2343 SE Federal Hwy, Stuart, FL 34994",2343 SE Federal Hwy,Stuart,FL,34994,"5QH8+2C Stuart, Florida",acfp.com,(772) 287-7741,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,27.177535,-80.2338786,No,Pizza restaurant,4.5,424,https://lh5.googleusercontent.com/p/AF1QipP6kIqDTo47eG0GHic-a2yPvqiaEcFvpdgHcdko=w408-h409-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@27.177535,-80.2360726,17z/data=!3m1!5s0x88dedd09bc621491:0x7edf0a3ae06cdfc5!4m5!3m4!1s0x88dedd09960856eb:0x57c5a2d37a40ddea!8m2!3d27.177535!4d-80.2338786?hl=en",,Scraped
51,Anthony's Coal Fired Pizza 2532 N McMullen Booth Rd CLEARWATER FL 33761-4150 (727) 797-0929,Anthony's Coal Fired Pizza,"2532 McMullen Booth Rd, Clearwater, FL 33761",2532 McMullen Booth Rd,Clearwater,FL,33761,"277R+C2 Clearwater, Florida",acfp.com,(727) 797-0929,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,28.0135782,-82.70988299999999,No,Pizza restaurant,4.3,743,https://lh5.googleusercontent.com/p/AF1QipPZfP71oZ7GWr1lvpzV-GiU0C83_-PYymkdynk=w408-h409-k-no,,$$,,,,,,,,,,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@28.0135782,-82.712077,17z/data=!4m5!3m4!1s0x88c2eddf5d42e0eb:0x719c038197ef5a9c!8m2!3d28.0135782!4d-82.709883?hl=en",,Scraped
50,Anthony's Coal Fired Pizza 2680 Pga Blvd PALM BEACH GARDENS FL 33410-2904 (561) 804-7777,Anthony's Coal Fired Pizza,"2680 PGA Boulevard, Palm Beach Gardens, FL 33410",2680 PGA Boulevard,Palm Beach Gardens,FL,33410,"RWVF+PM Palm Beach Gardens, Florida",acfp.com,(561) 804-7777,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.844294199999997,-80.0757678,No,Pizza restaurant,4.3,552,https://lh5.googleusercontent.com/p/AF1QipPzUDoa1oOJaGX9baPVRP6EzCD18T3I5qJH31_V=w426-h240-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.8442942,-80.0779618,17z/data=!3m1!5s0x88df2ac081d1838b:0x776ec1a86714d2da!4m5!3m4!1s0x88df2abf82208a19:0x74dc1d6fe9e52021!8m2!3d26.8442942!4d-80.0757678?hl=en",,Scraped
49,Anthony's Coal Fired Pizza 2740 Stroschein Rd MONROEVILLE PA 15146 (412) 373-0700,Anthony's Coal Fired Pizza,"2740 Stroschein Rd, Monroeville, PA 15146",2740 Stroschein Rd,Monroeville,PA,15146,"C6QJ+5C Monroeville, Pennsylvania",acfp.com,(412) 373-0700,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.437957700000005,-79.76896509999999,No,Pizza restaurant,4.4,637,https://lh5.googleusercontent.com/p/AF1QipNsS9G5nUm4XuaYVQDj8OvdKsl7bl9XfYb7wlp2=w408-h306-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.4379577,-79.7711591,17z/data=!4m5!3m4!1s0x8834ea3bba1df139:0x56aba37c83513a55!8m2!3d40.4379577!4d-79.7689651?hl=en",,Scraped
48,Anthony's Coal Fired Pizza 321 E Lancaster Ave WAYNE PA 19087-4201 (484) 580-8022,Anthony's Coal Fired Pizza,"321 E Lancaster Ave Unit F, Wayne, PA 19087",321 E Lancaster Ave Unit F,Wayne,PA,19087,"2JVC+Q7 Wayne, Pennsylvania",acfp.com,(484) 580-8022,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.0444721,-75.3793381,No,Pizza restaurant,4.3,286,https://lh5.googleusercontent.com/p/AF1QipOI95ApZHqyW40XsOZm5CBes992NA10sih9gyzY=w408-h306-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,12–9PM,,"All, Menu, Food & drink, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.0444721,-75.3815321,17z/data=!4m5!3m4!1s0x89c6952397a594f1:0xd6278098918676a6!8m2!3d40.0444721!4d-75.3793381?hl=en",,Scraped
47,Anthony's Coal Fired Pizza 8119 Town Center Way LIVINGSTON NJ 7039 (973) 992-2625,Anthony's Coal Fired Pizza,"8119 Town Center Way, Livingston, NJ 07039",8119 Town Center Way,Livingston,NJ,7039,"QMWP+HC Livingston, New Jersey",acfp.com,(973) 992-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.7964299,-74.3138837,No,Pizza restaurant,4.2,390,https://lh5.googleusercontent.com/p/AF1QipNDZLeXgd7kMezNDitjMWZpBF2ujcESYdgCjtoj=w408-h612-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.7964299,-74.3160777,17z/data=!4m5!3m4!1s0x89c3a97dd80441b5:0x7cfdcd4d78133544!8m2!3d40.7964299!4d-74.3138837?hl=en",,Scraped
46,Anthony's Coal Fired Pizza 9521 Westview Dr CORAL SPRINGS FL 33076-2512 (954) 340-2625,Anthony's Coal Fired Pizza,"9521 Westview Dr, Coral Springs, FL 33076",9521 Westview Dr,Coral Springs,FL,33076,"7PXX+QF Coral Springs, Florida",acfp.com,(954) 340-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.299480699999997,-80.2513642,No,Pizza restaurant,4.4,617,https://lh5.googleusercontent.com/p/AF1QipP__McgCNJeaItTCcEcArJ05mNqZ-WrcvNfq8xR=w426-h240-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.2994807,-80.2535582,17z/data=!4m5!3m4!1s0x88d91ac07352f04b:0xc3904ac245091896!8m2!3d26.2994807!4d-80.2513642?hl=en",,Scraped
45,Anthony's Coal Fired Pizza 100 Welsh Rd HORSHAM PA 19044-2249 (215) 657-1113,Anthony's Coal Fired Pizza,"100 Welsh Rd Unit K, Horsham, PA 19044",100 Welsh Rd Unit K,Horsham,PA,19044,"5V54+8C Horsham, Pennsylvania",acfp.com,(215) 657-1113,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.158272499999995,-75.1439577,No,Pizza restaurant,4.3,517,https://lh5.googleusercontent.com/p/AF1QipN58gOMlZbtScaCS2PyLH6RWeaJEDRUnyhhdePy=w426-h240-k-no,,$$,,,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Menu, Food & drink, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.1582725,-75.1461517,17z/data=!3m1!5s0x89c6afe2f8327667:0x43d56a262b8c4742!4m5!3m4!1s0x89c6b01d533a9cff:0x40dc3c6cb92c1865!8m2!3d40.1582725!4d-75.1439577?hl=en",,Scraped
44,Anthony's Coal Fired Pizza 119 University Ave WESTWOOD MA 02090-2325 (781) 329-3339,Anthony's Coal Fired Pizza,"119 University Ave, Westwood, MA 02090",119 University Ave,Westwood,MA,2090,"6R5X+46 Westwood, Massachusetts",acfp.com,(781) 329-3339,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,42.207794799999995,-71.1519614,No,Pizza restaurant,4.3,443,https://lh5.googleusercontent.com/p/AF1QipPu22lUOBv3yo-sB31YKEBZoktMA_dl5U0Y0l5g=w426-h240-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@42.2077948,-71.1541554,17z/data=!3m1!5s0x89e4802e6ef080dd:0xfb255222af181c06!4m5!3m4!1s0x89e4802bedccdba1:0xf87011262bba85ba!8m2!3d42.2077948!4d-71.1519614?hl=en",,Scraped
43,Anthony's Coal Fired Pizza 13020 N Dale Mabry Hwy TAMPA FL 33618-2808 (813) 265-2625,Anthony's Coal Fired Pizza,"13020 N Dale Mabry Hwy, Tampa, FL 33618",13020 N Dale Mabry Hwy,Tampa,FL,33618,"3F7V+QH Tampa, Florida",acfp.com,(813) 265-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,28.064490999999997,-82.5060253,No,Pizza restaurant,4.5,737,https://lh5.googleusercontent.com/p/AF1QipMQURZaj5pjZwgnPW7w6SLhcr8CmhlWsYOk1uKP=w408-h306-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@28.064491,-82.5082193,17z/data=!3m1!5s0x88c2c0be58caf293:0xc253361f200a0e37!4m5!3m4!1s0x88c2c0ee860e8c17:0x789d91d708c098b6!8m2!3d28.064491!4d-82.5060253?hl=en",,Scraped
42,Anthony's Coal Fired Pizza 1810 Settlers Ridge Center Dr PITTSBURGH PA 15205-1446 (412) 787-3434,Anthony's Coal Fired Pizza,"1810 Settlers Ridge Center Dr, Pittsburgh, PA 15205",1810 Settlers Ridge Center Dr,Pittsburgh,PA,15205,"CVQ3+6C Pittsburgh, Pennsylvania",acfp.com,(412) 787-3434,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.4380379,-80.14646259999999,No,Pizza restaurant,4.3,775,https://lh5.googleusercontent.com/p/AF1QipO54ROmf5WTmAw-AoZufvjOMFveOSjB-O3UiZqC=w408-h406-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.4380379,-80.1486566,17z/data=!3m1!4b1!4m5!3m4!1s0x883459219d67d577:0x17aa3e6a04754f9d!8m2!3d40.4380379!4d-80.1464626?hl=en",,Scraped
