Store Company ID,Company Name,Address 1,City,State,Zip,Country,Phone
1000928008,McDonald's,100 Lunger Dr,BLOOMSBURG,PA,17815-8330,United States of America,5703891183.0
1000927892,McDonald's,10 S Black Horse Pike,WILLIAMSTOWN,NJ,08094-1564,United States of America,8566299450.0
1000927919,McDonald's,100 10th Ave SE,NEW PRAGUE,MN,56071-1964,United States of America,9527585995.0
1000927921,McDonald's,100 16th St SE,LONG BEACH,WA,98631-3694,United States of America,3606428212.0
1000927925,McDonald's,100 6th Ave,MARION,IA,52302-3201,United States of America,3193774000.0
1000927927,McDonald's,100 Armory Dr,RUSSELLVILLE,KY,42276-1602,United States of America,2707255997.0
1000927933,McDonald's,100 Bobby Vinton Blvd,CANONSBURG,PA,15317-1740,United States of America,7247462716.0
1000927936,McDonald's,100 Brownswitch Rd,SLIDELL,LA,70458-1006,United States of America,9856461081.0
1000927938,McDonald's,100 Cabrillo Hwy N,HALF MOON BAY,CA,94019-1609,United States of America,6507261222.0
1000927952,McDonald's,100 Clemson Rd,COLUMBIA,SC,29229-6544,United States of America,8037886776.0
1000927964,McDonald's,100 Davis Blvd,PITTSBURGH,PA,15275-1219,United States of America,4127881188.0
1000927969,McDonald's,1000 E Church St,CHERRYVILLE,NC,28021-2901,United States of America,7044355678.0
1000927970,McDonald's,100 E Crosstimbers St,HOUSTON,TX,77022-4416,United States of America,7137428868.0
1000927971,McDonald's,100 E Foothill Blvd,UPLAND,CA,91786-3947,United States of America,9099850506.0
1000927972,McDonald's,100 E I 240 Service Rd,OKLAHOMA CITY,OK,73149-1612,United States of America,4056359919.0
1000927975,McDonald's,100 E Redlands Blvd,SAN BERNARDINO,CA,92408-3709,United States of America,9098258906.0
1000928015,McDonald's,100 Main St N,SOUTHBURY,CT,06488-3840,United States of America,2032629820.0
1000928025,McDonald's,100 Mendon Rd,CUMBERLAND,RI,02864-5356,United States of America,4017259077.0
1000928031,McDonald's,100 N 46th St,ROGERS,AR,72756-1814,United States of America,4796367818.0
1000928032,McDonald's,100 N Azusa Ave,WEST COVINA,CA,91791-1341,United States of America,6263310841.0
1000928039,McDonald's,100 N Highway 175,SEAGOVILLE,TX,75159-1843,United States of America,9722874283.0
1000928042,McDonald's,100 N La Grange Rd,LA GRANGE,IL,60525-2061,United States of America,7083521110.0
1000928059,McDonald's,100 Old Main St,MUNFORDVILLE,KY,42765-9120,United States of America,2705249200.0
1000928060,McDonald's,100 Old Sugar Creek Rd,FENTON,MO,63026-4960,United States of America,6363434605.0
1000928066,McDonald's,Kirtland Air Force Base,ALBUQUERQUE,NM,87117,United States of America,5052555363.0
1000928081,McDonald's,2085 S 1100 W,WEST HAVEN,UT,84401-0264,United States of America,8016058350.0
1000928084,McDonald's,100 S Canyon St,WEST YELLOWSTONE,MT,59758,United States of America,4066464592.0
1000928089,McDonald's,100 S Nova Rd,ORMOND BEACH,FL,32174-6115,United States of America,3866771762.0
1000928092,McDonald's,100 S State Road 7,WEST PALM BEACH,FL,33414-4337,United States of America,5617957001.0
1000928101,McDonald's,124 State Farm Pky,BIRMINGHAM,AL,35209-7186,United States of America,2059173700.0
1000928117,McDonald's,2071 S Main St,CHARLESTON,MO,63834-8370,United States of America,5736836060.0
1000928119,McDonald's,100 W Parkwood Ave,FRIENDSWOOD,TX,77546-5419,United States of America,2814826588.0
1000928121,McDonald's,100 W Prairie View Rd,CHIPPEWA FALLS,WI,54729-3655,United States of America,7157237187.0
1000928141,McDonald's,100 Willow Rd,MISSOURI VALLEY,IA,51555-1311,United States of America,7126422711.0
1000928142,McDonald's,100 Woodside Dr,HAVELOCK,NC,28532-3831,United States of America,2524442269.0
1000928155,McDonald's,1000 Commerce St,DALLAS,TX,75202-3716,United States of America,4692278533.0
1000928157,McDonald's,1000 Division Rd,EAST GREENWICH,RI,02818-2078,United States of America,4018844340.0
1000928160,McDonald's,1000 E 4th St,LONG BEACH,CA,90802-1634,United States of America,5624351808.0
1000928164,McDonald's,1000 E Pulaski Hwy,ELKTON,MD,21921-6306,United States of America,4103929818.0
1000928171,McDonald's,1000 Grizzly Trl,BUTTE,MT,59701-9646,United States of America,4067822565.0
1000928177,McDonald's,1000 Lafayette Rd,PORTSMOUTH,NH,03801-5480,United States of America,6034369689.0
1000928178,McDonald's,1000 Mack Ave,DETROIT,MI,48207-2000,United States of America,3138324100.0
1000928183,McDonald's,1000 N 18th St,CENTERVILLE,IA,52544-1118,United States of America,6414374354.0
1000928185,McDonald's,1000 N Courtenay Pkwy,MERRITT ISLAND,FL,32953-4533,United States of America,3214521853.0
1000928186,McDonald's,1000 N Henry St,ALEXANDRIA,VA,22314-1623,United States of America,5713123286.0
1000928195,McDonald's,1000 Real Rd,BAKERSFIELD,CA,93309-1006,United States of America,6613240557.0
1000927994,McDonald's,100 Hendron Way,NICHOLASVILLE,KY,40356-2293,United States of America,8598811573.0
1000927996,McDonald's,100 County Road 160,CHARLESTOWN,IN,47111-1967,United States of America,8122563712.0
1000928002,McDonald's,100 Integrity Dr,HEBRON,OH,43025-7029,United States of America,7409280194.0
1000928009,McDonald's,100 Macy St,AMESBURY,MA,01913-4315,United States of America,9783888956.0
1000928017,McDonald's,100 Manatee St,CAPE CARTERET,NC,28584-9278,United States of America,2523936710.0
1000928019,McDonald's,11 Market Place Mall,WESTON,WV,26452,United States of America,3042696465.0
1000928020,McDonald's,100 Marketplace Dr,LEXINGTON,KY,40503-4414,United States of America,8592459791.0
1000928023,McDonald's,100 McDonald Dr,BELLEVUE,OH,44811-9633,United States of America,4194832215.0
1000928033,McDonald's,100 N Bolingbrook Dr,BOLINGBROOK,IL,60440-2350,United States of America,6307390080.0
1000928036,McDonald's,100 N Derby Ln,NORTH SIOUX CITY,SD,57049-3192,United States of America,6052329604.0
1000928049,McDonald's,100 N McLean Blvd,SOUTH ELGIN,IL,60177-1870,United States of America,8479319966.0
1000928058,McDonald's,100 Oakwood Dr E,MONTICELLO,MN,55362-8924,United States of America,7632955140.0
1000928068,McDonald's,100 Ponte Vedra Pointe Blvd,PONTE VEDRA,FL,32082-3229,United States of America,9042737490.0
1000928071,McDonald's,100 Princeton Blvd,ADAIRSVILLE,GA,30103-2628,United States of America,7708775188.0
1000928077,McDonald's,100 Route 130 N,CINNAMINSON,NJ,08077-3302,United States of America,8563032280.0
1000928080,McDonald's,100 Route 98 W St,NUTTER FORT,WV,26301,United States of America,3046240080.0
1000928103,McDonald's,100 Swanson Ave,LAKE HAVASU CITY,AZ,86403-6528,United States of America,9288551039.0
1000928124,McDonald's,13 W Rand Rd,MOUNT PROSPECT,IL,60056-1127,United States of America,2243472087.0
1000928128,McDonald's,100 W Sauk Trl,SOUTH CHICAGO HEIGHTS,IL,60411-5437,United States of America,7087562218.0
1000928139,McDonald's,100 Willapa Place,RAYMOND,WA,98577,United States of America,3609425800.0
1000928145,McDonald's,100 W Westfield Ave,ROSELLE PARK,NJ,07204-1817,United States of America,9082455383.0
1000928158,McDonald's,1000 Division St,PARKERSBURG,WV,26101-6053,United States of America,3044282884.0
1000928159,McDonald's,1000 Dunbar Village Plaza,DUNBAR,WV,25064,United States of America,3047666767.0
1000928161,McDonald's,1112 Boyne Smt,BOYNE CITY,MI,49712,United States of America,2315822223.0
1000928165,McDonald's,1000 Eastern Blvd,ESSEX,MD,21221-3417,United States of America,4106825586.0
1000928172,McDonald's,1000 High Point St,RANDLEMAN,NC,27317-7192,United States of America,3364982653.0
1000928175,McDonald's,1000 Johnson Ferry Rd,ATLANTA,GA,30342-1606,United States of America,4042501504.0
1000928179,McDonald's,31 Maddex Square Dr,SHEPHERDSTOWN,WV,25443-4310,United States of America,3048761038.0
1000928181,McDonald's,1125 Merchants Dr,DALLAS,GA,30132-3002,United States of America,7704459713.0
1000928188,McDonald's,1000 N Saginaw St,SAINT CHARLES,MI,48655-1022,United States of America,9898658559.0
1000928198,McDonald's,1000 S 2nd St,RIPLEY,OH,45167-1406,United States of America,9373924991.0
1000928202,McDonald's,1000 Smith Ave,CRAWFORDSVILLE,IN,47933-1076,United States of America,7653649869.0
1000928223,McDonald's,10000 Crow Canyon Rd,DANVILLE,CA,94506-1135,United States of America,9257368940.0
1000928228,McDonald's,10001 I 10 Service Rd,NEW ORLEANS,LA,70127-2719,United States of America,5042485764.0
1000928261,McDonald's,1001 E Ring Rd,IRONTON,OH,45638-9610,United States of America,7405321555.0
1000928267,McDonald's,1001 Highway 72,KILLEN,AL,35645-9102,United States of America,2567574040.0
1000928269,McDonald's,1001 Lake Ave W,LADYSMITH,WI,54848-1262,United States of America,7155326198.0
1000928276,McDonald's,1001 N Main St,O FALLON,MO,63366-1215,United States of America,6369783649.0
1000928279,McDonald's,1001 N State Highway 123,SAN MARCOS,TX,78666-7733,United States of America,5123535110.0
1000928283,McDonald's,1001 S US Hwy 231,OZARK,AL,36360,United States of America,3347744996.0
1000928285,McDonald's,1001 W Elk Ave,ELIZABETHTON,TN,37643,United States of America,4235428013.0
1000928287,McDonald's,1001 Railway,SISTERS,OR,97759-9545,United States of America,5415496080.0
1000928289,McDonald's,1001 S 1st St,HIAWATHA,KS,66434-2769,United States of America,7857423377.0
1000928319,McDonald's,10011 Avalon Blvd,LOS ANGELES,CA,90003-4815,United States of America,3237567094.0
1000928321,McDonald's,10013 Sunset Strip,SUNRISE,FL,33322-5305,United States of America,9547486706.0
1000928335,McDonald's,1002 NW Frontage Rd,TROUTDALE,OR,97060-9534,United States of America,5036659455.0
1000928339,McDonald's,1002 S 78th St,TAMPA,FL,33619-4750,United States of America,8136213326.0
1000928350,McDonald's,10026 Curry Ford Rd,ORLANDO,FL,32825-8731,United States of America,4073825720.0
1000928355,McDonald's,1003 N State Highway 47,WARRENTON,MO,63383-1369,United States of America,6364563099.0
1000928361,McDonald's,1003 S Slappey Blvd,ALBANY,GA,31701-2619,United States of America,2298833505.0
1000928364,McDonald's,1077 South US 301 HWY,JACKSONVILLE,FL,32234,United States of America,9042664808.0
1000928370,McDonald's,10031 Memorial Pkwy SE,HUNTSVILLE,AL,35803-1009,United States of America,2568839050.0
1000928382,McDonald's,1004 Stoneridge Mall Rd,PLEASANTON,CA,94588-3217,United States of America,9254630909.0
1000928383,McDonald's,4501 Rosewood Dr,PLEASANTON,CA,94588-3051,United States of America,9254633503.0
1000928385,McDonald's,1004 W Sheridan Ave,OKLAHOMA CITY,OK,73106-7833,United States of America,4052351400.0
1000928389,McDonald's,10040 W Bell Rd,SUN CITY,AZ,85351-1267,United States of America,6239778667.0
1000928391,McDonald's,10042 Sliding Hill Rd,ASHLAND,VA,23005-7941,United States of America,8045502906.0
1000928392,McDonald's,1005 1st Ave,ROCK FALLS,IL,61071-1680,United States of America,8156264120.0
1000928393,McDonald's,1005 Austin St,HEMPSTEAD,TX,77445-4516,United States of America,9798268515.0
1000928397,McDonald's,1005 E Christi Dr,DICKSON,TN,37055-9559,United States of America,6154411470.0
1000928193,McDonald's,1019 W Platt St,MAQUOKETA,IA,52060-2041,United States of America,5636526500.0
1000928203,McDonald's,1000 Speedway Ave,FAIRMONT,WV,26554-4448,United States of America,3043665200.0
1000928219,McDonald's,10000 Brook Rd,GLEN ALLEN,VA,23059-6505,United States of America,8042641212.0
1000928233,McDonald's,10001 Washington Blvd N,LAUREL,MD,20723-1901,United States of America,3017251173.0
1000928244,McDonald's,1001 38th St S,FARGO,ND,58106-2114,United States of America,7012825796.0
1000928265,McDonald's,1001 Hawkeye Ave SW,LE MARS,IA,51031-1863,United States of America,7125468519.0
1000928266,McDonald's,1001 Highway 287 N,MANSFIELD,TX,76063-4801,United States of America,8174733260.0
1000928293,McDonald's,1001 S Jefferson Ave,COOKEVILLE,TN,38501-4019,United States of America,9315281010.0
1000928294,McDonald's,1001 S Kniss Ave,LUVERNE,MN,56156-2262,United States of America,5072838114.0
1000928298,McDonald's,1001 Spartan Dr,COLUMBIA CITY,IN,46725-1017,United States of America,2602444515.0
1000928299,McDonald's,1001 Sperry Ave,PATTERSON,CA,95363-9266,United States of America,2098922907.0
1000928300,McDonald's,1001 Spring Ln,SANFORD,NC,27330-3459,United States of America,9197744072.0
1000928305,McDonald's,1001 Trinity Cir,WASHINGTON,PA,15301-2973,United States of America,7242229115.0
1000928308,McDonald's,1001 W Broadway St,ARDMORE,OK,73401-4530,United States of America,5802265001.0
1000928311,McDonald's,1001 W Main St,CABOT,AR,72023-2430,United States of America,5018435559.0
1000928313,McDonald's,1001 W Stephens,VAN ALSTYNE,TX,75495,United States of America,9037122006.0
1000928320,McDonald's,10011 Jordan Rd,PARKER,CO,80134-6101,United States of America,7208517615.0
1000928326,McDonald's,10019 E Adamo Dr,TAMPA,FL,33619-2619,United States of America,8132523716.0
1000928331,McDonald's,1002 S I 45,WILLIS,TX,77378,United States of America,9368563242.0
1000928341,McDonald's,1002 US Highway 70 E,NEW BERN,NC,28560-6510,United States of America,2526378061.0
1000928345,McDonald's,1000 W Trimble Ave,BERRYVILLE,AR,72616-4603,United States of America,8704235353.0
1000928347,McDonald's,10020 S Eastern Ave,HENDERSON,NV,89052-3906,United States of America,7022694166.0
1000928352,McDonald's,1003 E Lake Mead Blvd,NORTH LAS VEGAS,NV,89030-6942,United States of America,7026426730.0
1000928359,McDonald's,1003 S Highway 2,WARNER,OK,74469,United States of America,9184635313.0
1000928368,McDonald's,10030 Indiantown Rd,JUPITER,FL,33478-4788,United States of America,5617438434.0
1000928387,McDonald's,1004 W Wilson Ave,CHICAGO,IL,60640-5615,United States of America,7732759885.0
1000928398,McDonald's,1005 E Southline Rd,TUSCOLA,IL,61953-9801,United States of America,2172535266.0
1000928406,McDonald's,1055 Sherrylynn Blvd,PLEASANT HILL,IA,50327-8409,United States of America,5152633400.0
1000928408,McDonald's,10050 Glenwood Ave,RALEIGH,NC,27617-8436,United States of America,9199578404.0
1000928410,McDonald's,10050 SW Barbur Blvd,PORTLAND,OR,97219-5903,United States of America,5032466711.0
1000928414,McDonald's,10057 N Main St,ARCHDALE,NC,27263-3135,United States of America,3368754184.0
1000928400,McDonald's,133 N Interchange,DEER LODGE,MT,59722,United States of America,4068463775.0
1000928417,McDonald's,1006 Cuba Rd,MAYFIELD,KY,42066-3268,United States of America,2702474780.0
1000928421,McDonald's,1006 Purnell Dr,MAHOMET,IL,61853-8506,United States of America,2175902992.0
1000928430,McDonald's,1007 Bonforte Blvd,PUEBLO,CO,81001-1856,United States of America,7195432767.0
1000928434,McDonald's,1007 N Highway 190,COVINGTON,LA,70433,United States of America,9858926218.0
1000928449,McDonald's,1008 Main St,SANFORD,ME,04073-3602,United States of America,2073242177.0
1000928458,McDonald's,1009 N Wilson Way,STOCKTON,CA,95205-4217,United States of America,2099482573.0
1000928462,McDonald's,1009 W Oakland Ave,AUSTIN,MN,55912-2217,United States of America,5074336030.0
1000928473,McDonald's,101 Baker Rd,DEXTER,MI,48130-1502,United States of America,7344240461.0
1000928479,McDonald's,101 Chestnut St,COSHOCTON,OH,43812-1130,United States of America,7406224300.0
1000928490,McDonald's,7379 Baltimore Annapolis Blvd,GLEN BURNIE,MD,21061-3266,United States of America,4107617617.0
1000928492,McDonald's,1232 S Rogers St,CLARKSVILLE,AR,72830-9159,United States of America,4797546369.0
1000928497,McDonald's,101 E State Highway 114,GRAPEVINE,TX,76051-4173,United States of America,8173293441.0
1000928502,McDonald's,101 McCauley Dr,UHRICHSVILLE,OH,44683,United States of America,7409223298.0
1000928509,McDonald's,101 Edgewood Dr,MCCOMB,MS,39648-2043,United States of America,6016843120.0
1000928515,McDonald's,101 Grand Lake Rd,CELINA,OH,45822-1862,United States of America,4195861848.0
1000928416,McDonald's,1006 Central Ave,ALBANY,NY,12205-3504,United States of America,5184825350.0
1000928418,McDonald's,1006 Gallatin Pike S,MADISON,TN,37115-4606,United States of America,6153388403.0
1000928419,McDonald's,1006 Stakeout Rd,OKOBOJI,IA,51355-2609,United States of America,7123327983.0
1000928423,McDonald's,1006 S High St,COLUMBUS,OH,43206-2526,United States of America,6144438512.0
1000928424,McDonald's,1006 S Kerr Blvd,SALLISAW,OK,74955-7225,United States of America,9187752840.0
1000928425,McDonald's,1006 S Main St,SOUTH HUTCHINSON,KS,67505-2128,United States of America,6206645848.0
1000928437,McDonald's,1007 N Western Ave,LOS ANGELES,CA,90029-2309,United States of America,3234652952.0
1000928439,McDonald's,1007 S 2nd St,CLEARFIELD,PA,16830-3302,United States of America,8147655985.0
1000928442,McDonald's,1007 S Saint Francis Dr,SANTA FE,NM,87505-1653,United States of America,5059841490.0
1000928443,McDonald's,1007 W Fort Scott St,BUTLER,MO,64730-1206,United States of America,6606793437.0
1000928447,McDonald's,1008 E 4th St,MOUNT VERNON,IN,47620-2118,United States of America,8128381800.0
1000928461,McDonald's,1009 E Hondo Ave,DEVINE,TX,78016-3332,United States of America,8306654900.0
1000928463,McDonald's,10095 Dorchester Rd,SUMMERVILLE,SC,29485-8555,United States of America,8438752110.0
1000928468,McDonald's,101 Alamo Plz,SAN ANTONIO,TX,78205-2601,United States of America,2102263800.0
1000928469,McDonald's,101 Auburn St,OAK GROVE,KY,42262-8330,United States of America,2706406322.0
1000928516,McDonald's,101 Hwy 72 E,ROGERSVILLE,AL,35652,United States of America,2562473330.0
1000928518,McDonald's,101 Hylton Ln,BECKLEY,WV,25801-2672,United States of America,3042528286.0
1000928524,McDonald's,101 Lamp and Lantern Vlg,CHESTERFIELD,MO,63017-8208,United States of America,6363911772.0
1000928529,McDonald's,8721 Seneca Trl S,RONCEVERTE,WV,24970-8025,United States of America,3046452677.0
1000928541,McDonald's,101 N Garver Rd,MONROE,OH,45050-1237,United States of America,5135392631.0
1000928549,McDonald's,101 N Trading Center Ter,MUSTANG,OK,73064,United States of America,4053764414.0
1000928553,McDonald's,101 Nassau Park Blvd,PRINCETON,NJ,08540-5918,United States of America,6099878404.0
1000928556,McDonald's,101 New Stone Ridge Rd,RIPLEY,WV,25271-9799,United States of America,3043729611.0
1000928557,McDonald's,101 North St,SENECA,KS,66538-2501,United States of America,7853363190.0
1000928569,McDonald's,101 S 25th St,HARRISBURG,PA,17104-2103,United States of America,7172320008.0
1000928572,McDonald's,1011 S 5th Ave,POCATELLO,ID,83201-6636,United States of America,2082328268.0
1000928575,McDonald's,101 S Dupont Hwy,NEW CASTLE,DE,19720-4127,United States of America,3023223798.0
1000928576,McDonald's,101 S Expressway,BROWNSVILLE,TX,78520-8049,United States of America,9565411031.0
1000928581,McDonald's,101 S Main St,ANTHONY,TX,79821-7357,United States of America,9158862056.0
1000928595,McDonald's,101 W 14th St,CHANUTE,KS,66720-2890,United States of America,6204312938.0
1000928603,McDonald's,101 W Hill St,THORP,WI,54771-7628,United States of America,7156697323.0
1000928472,McDonald's,101 Baird Ave,PIKEVILLE,KY,41501,United States of America,6064374836.0
1000928480,McDonald's,101 Christopher Xing,VAN WERT,OH,45891-9502,United States of America,4192384755.0
1000928483,McDonald's,101 Commercial Blvd,FLAT ROCK,NC,28731-7747,United States of America,8286924411.0
1000928489,McDonald's,101 E 170th St,BRONX,NY,10452-7019,United States of America,7184109150.0
1000928499,McDonald's,101 E Lake St,BLOOMINGDALE,IL,60108-1104,United States of America,6305396440.0
1000928500,McDonald's,101 E Main St,WOODBURY,TN,37190-1228,United States of America,6155633000.0
1000928504,McDonald's,101 E Pulaski Hwy,ELKTON,MD,21921-6414,United States of America,4103986655.0
1000928508,McDonald's,101 Ed Noble Pkwy,NORMAN,OK,73072-4800,United States of America,4053640862.0
1000928510,McDonald's,101 Electric Rd,SALEM,VA,24153-4432,United States of America,5409862015.0
1000928513,McDonald's,101 SE Gateway Dr,GRIMES,IA,50111-4768,United States of America,5159869182.0
1000928514,McDonald's,101 Glades Rd,BEREA,KY,40403,United States of America,8599869141.0
1000928517,McDonald's,101 Hoffman Blvd,DUQUESNE,PA,15110-1439,United States of America,4124616606.0
1000928522,McDonald's,101 Kruger St,WHEELING,WV,26003-5120,United States of America,3042423693.0
1000928525,McDonald's,101 Limekiln Rd,NEW CUMBERLAND,PA,17070-2469,United States of America,7177741027.0
1000928532,McDonald's,101 McDonald Dr,ROCHESTER,IN,46975-4036,United States of America,5742239473.0
1000928533,McDonald's,101 McDonald Ln,O FALLON,MO,63366-3013,United States of America,6362408600.0
1000928539,McDonald's,1878 Main St W,LOCUST,NC,28097-7700,United States of America,7048881625.0
1000928546,McDonald's,101 N Lafayette Dr,SUMTER,SC,29150-5032,United States of America,8037738515.0
1000928555,McDonald's,101 New Rd,WILMINGTON,DE,19805-4117,United States of America,3026562010.0
1000928558,McDonald's,101 Park Ave S,PARK RAPIDS,MN,56470-1530,United States of America,2187329957.0
1000928564,McDonald's,101 Reinhold St,PARIS,KY,40361-1019,United States of America,8599876115.0
1000928566,McDonald's,101 Roanoke Ave,ROANOKE RAPIDS,NC,27870-1913,United States of America,2525190100.0
1000928570,McDonald's,101 S 32nd St,MUSKOGEE,OK,74401-5002,United States of America,9186814088.0
1000928571,McDonald's,101 S 52nd St,PHILADELPHIA,PA,19139-3407,United States of America,2157486800.0
1000928573,McDonald's,101 S Broad St,CLINTON,SC,29325-2543,United States of America,8648334816.0
1000928574,McDonald's,101 S Compton Blvd,COMPTON,CA,90220,United States of America,3106350688.0
1000928577,McDonald's,101 S Greer Blvd,PITTSBURG,TX,75686-1407,United States of America,9038561000.0
1000928578,McDonald's,101 South Hwy 53 & Pine St,COOK,MN,55723,United States of America,2186660077.0
1000928579,McDonald's,101 S Macdade Blvd,DARBY,PA,19023-1506,United States of America,6105323999.0
1000928586,McDonald's,101 S Sepulveda Blvd,EL SEGUNDO,CA,90245-4658,United States of America,3106402019.0
1000928592,McDonald's,101 Telegraph Rd,BELLINGHAM,WA,98226-5560,United States of America,3606471828.0
1000928607,McDonald's,101 W Manchester Ave,LOS ANGELES,CA,90003-3323,United States of America,3237582740.0
1000928613,McDonald's,101 W Sherwood Ave,MC FARLAND,CA,93250-1517,United States of America,6617929049.0
1000928617,McDonald's,101 Wellsian Way,RICHLAND,WA,99352-4150,United States of America,5099435101.0
1000928624,McDonald's,1010 Basin St SW,EPHRATA,WA,98823-2078,United States of America,5097544915.0
1000928626,McDonald's,1010 E Broad St,ELYRIA,OH,44035-6304,United States of America,4403656874.0
1000928628,McDonald's,1010 E Main St,UNION,MO,63084-1492,United States of America,6365836060.0
1000928630,McDonald's,1010 E Waterford St,WAKARUSA,IN,46573-9305,United States of America,5748627962.0
1000928640,McDonald's,1010 N Miami Blvd,DURHAM,NC,27703-2230,United States of America,9196887389.0
1000928644,McDonald's,1010 S McKenzie St,FOLEY,AL,36535-1922,United States of America,2519436960.0
1000928648,McDonald's,1010 Washington Blvd,BELPRE,OH,45714-2378,United States of America,7404230024.0
1000928656,McDonald's,10101 N 2nd St,MACHESNEY PARK,IL,61115-1450,United States of America,8156334679.0
1000928668,McDonald's,1011 E 17th St,SANTA ANA,CA,92701-2546,United States of America,7146671164.0
1000928681,McDonald's,1011 S Lake Dr,LEXINGTON,SC,29072,United States of America,8039578808.0
1000928699,McDonald's,1012 N 14th St,LEESBURG,FL,34748-3819,United States of America,3527878991.0
1000928701,McDonald's,1012 N Market Plz,PUEBLO WEST,CO,81007-1530,United States of America,7195479458.0
1000928706,McDonald's,1012 Smiley Ln,COLUMBIA,MO,65202-3765,United States of America,5734496336.0
