Company ID,Industry ID,Industry Name,Company Name,Address 1,City,State,Zip,Listing Type,Country,Phone,Parent_ID,Parent Name,Parent City,Parent State,Parent Zip,Headquarters ID,HQ Name,HQ City,HQ State,HQ Zip,Store No,Store Weekly Volume,FIPS,FIPS_DESC,CBSA,CBSA_DESC,MSA,MSA_DESC,PMSA,PMSA_DESC,Lat,Lon,GeoLevel,MatchStatus,Score,Drive-Thru Window,Wi-Fi
1000931258,51,Locations: Chain Restaurants,McDonald's,Nec 20 & Harter Rd,YUBA CITY,CA,95993,Location,United States of America,5306748248.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,50100.0,6101.0,SUTTER,49700.0,"Yuba City, CA",9340.0,"YUBA CITY, CA",,,39.1447562,-121.6540305,Approximate,,,Drive-Thru Window,Wi-Fi
1000931468,51,Locations: Chain Restaurants,McDonald's,11707 N 56th St,TEMPLE TERRACE,FL,33617-1601,Location,United States of America,8139881823.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,52090.0,12057.0,HILLSBOROUGH,45300.0,"Tampa-St. Petersburg-Clearwater, FL",8280.0,"TAMPA-SAINT PETERSBURG-CLEARWATER, FL",,,28.0553745,-82.39302990000002,Approximate,,,Drive-Thru Window,Wi-Fi
1000931138,51,Locations: Chain Restaurants,McDonald's,1144 W US Highway 77,SAN BENITO,TX,78586-4337,Location,United States of America,9563996845.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48670.0,48061.0,CAMERON,15180.0,"Brownsville-Harlingen, TX",1240.0,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX",,,26.146525,-97.637028,Approximate,,,Drive-Thru Window,Wi-Fi
1000931951,51,Locations: Chain Restaurants,McDonald's,1201 Broadway,NASHVILLE,TN,37203-3117,Location,United States of America,5617223979.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,53160.0,47037.0,DAVIDSON,34980.0,"Nashville-Davidson-Murfreesboro-Franklin, TN",5360.0,"NASHVILLE, TN",,,36.1561289,-86.7875652,Approximate,,,Drive-Thru Window,Wi-Fi
1000932872,51,Locations: Chain Restaurants,McDonald's,12549 State Road 535,ORLANDO,FL,32836-6724,Location,United States of America,4078271030.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,49050.0,12095.0,ORANGE,36740.0,"Orlando-Kissimmee-Sanford, FL",5960.0,"ORLANDO, FL",,,28.3823639,-81.5047775,Approximate,,,Drive-Thru Window,Wi-Fi
1000932918,51,Locations: Chain Restaurants,McDonald's,125th St & Lexington Ave,NEW YORK,NY,10035,Location,United States of America,6466721381.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,74200.0,36061.0,NEW YORK,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5602.0,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-CT-PA",5600.0,"NEW YORK, NY",40.8045355,-73.93705609999998,Approximate,,,Drive-Thru Window,Wi-Fi
1000933119,51,Locations: Chain Restaurants,McDonald's,1280 Park Blvd,SAN DIEGO,CA,92101-4711,Location,United States of America,6195501823.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,65210.0,6073.0,SAN DIEGO,41740.0,"San Diego-Carlsbad, CA",7320.0,"SAN DIEGO, CA",,,32.7186937,-117.1540936,Approximate,,,Drive-Thru Window,Wi-Fi
1000934862,51,Locations: Chain Restaurants,McDonald's,1414 S Main St,DAPHNE,AL,36502-3510,Location,United States of America,2513682267.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,49970.0,1053.0,ESCAMBIA,,,,,,,30.6496418,-87.9119003,Approximate,,,Drive-Thru Window,Wi-Fi
1000934182,51,Locations: Chain Restaurants,McDonald's,1301 Business Hwy 18-151,MOUNT HOREB,WI,53572-1892,Location,United States of America,6084375087.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,49200.0,55025.0,DANE,31540.0,"Madison, WI",4720.0,"MADISON, WI",,,43.0096095,-89.722498,Approximate,,,Drive-Thru Window,Wi-Fi
1000934230,51,Locations: Chain Restaurants,McDonald's,13661 Roosevelt Ave,FLUSHING,NY,11354-5521,Location,United States of America,7183531471.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,57740.0,36081.0,QUEENS,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5602.0,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-CT-PA",5600.0,"NEW YORK, NY",40.760245,-73.827945,Approximate,,,Drive-Thru Window,Wi-Fi
1000935377,51,Locations: Chain Restaurants,McDonald's,1350 Travis Blvd,FAIRFIELD,CA,94533-3432,Location,United States of America,7074292339.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,44664.0,51450.0,6095.0,SOLANO,46700.0,"Vallejo-Fairfield, CA",7362.0,"SAN FRANCISCO-OAKLAND-SAN JOSE, CA",8720.0,"VALLEJO-FAIRFIELD-NAPA, CA",38.2601882,-122.053446,Approximate,,,Drive-Thru Window,Wi-Fi
1000934972,51,Locations: Chain Restaurants,McDonald's,1421 Prospect Ave,KANSAS CITY,MO,64127-2016,Location,United States of America,8162419944.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,52350.0,29095.0,JACKSON,28140.0,"Kansas City, MO-KS",3760.0,"KANSAS CITY, MO-KS",,,39.0954529,-94.5510811,Approximate,,,Drive-Thru Window,Wi-Fi
1000935843,51,Locations: Chain Restaurants,McDonald's,1500 S Harbor Blvd,ANAHEIM,CA,92802-2312,Location,United States of America,7144910563.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,61920.0,6059.0,ORANGE,31080.0,"Los Angeles-Long Beach-Anaheim, CA",4472.0,"LOS ANGELES-RIVERSIDE-ORANGE COUNTY, CA",5945.0,ORANGE COUNTY,33.8109218,-117.9147255,Approximate,,,Drive-Thru Window,Wi-Fi
1000936204,51,Locations: Chain Restaurants,McDonald's,1521 Blackwood & Clementon,BLACKWOOD,NJ,8012,Location,United States of America,8562277123.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51620.0,34007.0,CAMDEN,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6162.0,"PHILADELPHIA-WILMINGTON-ATLANTIC CITY, PA-NJ-DE-MD",6160.0,"PHILADELPHIA, PA-NJ",39.8035414,-75.0437692,Approximate,,,Drive-Thru Window,Wi-Fi
1000937209,51,Locations: Chain Restaurants,McDonald's,1618 E Highway 84,HAYTI,MO,63851-9700,Location,United States of America,5733592233.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,47440.0,29155.0,PEMISCOT,,,,,,,36.2293934,-89.72626650000002,Approximate,,,Drive-Thru Window,Wi-Fi
1000936863,51,Locations: Chain Restaurants,McDonald's,160 Broadway,NEW YORK,NY,10038-4201,Location,United States of America,2123852066.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,58860.0,36061.0,NEW YORK,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5602.0,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-CT-PA",5600.0,"NEW YORK, NY",40.7094436,-74.01004449999998,Approximate,,,Drive-Thru Window,Wi-Fi
1000936864,51,Locations: Chain Restaurants,McDonald's,160 Chicago Dr,JENISON,MI,49428-9357,Location,United States of America,6164572070.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51640.0,26139.0,OTTAWA,24340.0,"Grand Rapids-Wyoming, MI",3000.0,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",,,42.9035333,-85.78591970000002,Approximate,,,Drive-Thru Window,Wi-Fi
1000937008,51,Locations: Chain Restaurants,McDonald's,16018 NW US Highway 441,ALACHUA,FL,32615-4890,Location,United States of America,3864621187.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48480.0,12001.0,ALACHUA,23540.0,"Gainesville, FL",2900.0,"GAINESVILLE, FL",,,29.8010096,-82.5128474,Approximate,,,Drive-Thru Window,Wi-Fi
1000937013,51,Locations: Chain Restaurants,McDonald's,1602 Highway 15 N,LAUREL,MS,39440-2124,Location,United States of America,6016490788.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48660.0,28067.0,JONES,29860.0,"Laurel, MS",,,,,31.7102864,-89.1494045,Approximate,,,Drive-Thru Window,Wi-Fi
1000937051,51,Locations: Chain Restaurants,McDonald's,1605 N Expressway,GRIFFIN,GA,30223-1268,Location,United States of America,7702291997.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48650.0,13255.0,SPALDING,12060.0,"Atlanta-Sandy Springs-Roswell, GA",520.0,"ATLANTA, GA",,,33.2751641,-84.2918153,Approximate,,,Drive-Thru Window,Wi-Fi
1000937608,51,Locations: Chain Restaurants,McDonald's,16630 Jamaica Ave,JAMAICA,NY,11432-5241,Location,United States of America,7185265161.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,58930.0,36081.0,QUEENS,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5602.0,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-CT-PA",5600.0,"NEW YORK, NY",40.706057,-73.792926,Approximate,,,Drive-Thru Window,Wi-Fi
1000937145,51,Locations: Chain Restaurants,McDonald's,1611 N Meridian St,INDIANAPOLIS,IN,46202-1401,Location,United States of America,3179201258.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51680.0,18097.0,MARION,26900.0,"Indianapolis-Carmel-Anderson, IN",3480.0,"INDIANAPOLIS, IN",,,39.7890361,-86.15693990000003,Approximate,,,Drive-Thru Window,Wi-Fi
1000938594,51,Locations: Chain Restaurants,McDonald's,1768 N Davis St,JACKSONVILLE,FL,32209-6519,Location,United States of America,9043561981.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51770.0,12031.0,DUVAL,27260.0,"Jacksonville, FL",3600.0,"JACKSONVILLE, FL",,,30.3466867,-81.6673216,Approximate,,,Drive-Thru Window,Wi-Fi
1000938612,51,Locations: Chain Restaurants,McDonald's,1770 Decker Dr,BAYTOWN,TX,77520-2466,Location,United States of America,2814203553.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,50930.0,48201.0,HARRIS,26420.0,"Houston-The Woodlands-Sugar Land, TX",3362.0,"HOUSTON-GALVESTON-BRAZORIA, TX",3360.0,"HOUSTON, TX",29.7402946,-94.9805993,Approximate,,,Drive-Thru Window,Wi-Fi
1000940884,51,Locations: Chain Restaurants,McDonald's,S 3rd St & Riverside Dr,EASTON,PA,18042,Location,United States of America,6102585752.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,50540.0,42095.0,NORTHAMPTON,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",240.0,"ALLENTOWN-BETHLEHEM-EASTON, PA",,,40.6871172,-75.20929090000001,Approximate,,,Drive-Thru Window,Wi-Fi
1000941734,51,Locations: Chain Restaurants,McDonald's,210 W 5th Ave,SALT LAKE CITY,UT,84107-4776,Location,United States of America,8019060936.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,55370.0,49035.0,SALT LAKE,41620.0,"Salt Lake City, UT",7160.0,"SALT LAKE CITY-OGDEN, UT",,,40.665526,-111.897561,Range Interpolated,,,Drive-Thru Window,Wi-Fi
1000940198,51,Locations: Chain Restaurants,McDonald's,1963 Pleasant Hill Rd,DULUTH,GA,30096-4625,Location,United States of America,7704762040.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,53830.0,13135.0,GWINNETT,12060.0,"Atlanta-Sandy Springs-Roswell, GA",520.0,"ATLANTA, GA",,,33.9535593,-84.1315267,Approximate,,,Drive-Thru Window,Wi-Fi
1000942007,51,Locations: Chain Restaurants,McDonald's,2116 York Rd,TIMONIUM,MD,21093-3108,Location,United States of America,4102522155.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,52670.0,24005.0,BALTIMORE,12580.0,"Baltimore-Columbia-Towson, MD",8872.0,"WASHINGTON-BALTIMORE, DC-MD-VA-WV",720.0,"BALTIMORE, MD",39.4418805,-76.6273581,Rooftop,,,Drive-Thru Window,Wi-Fi
1000940928,51,Locations: Chain Restaurants,McDonald's,201 W Washington Blvd,LOS ANGELES,CA,90015-3514,Location,United States of America,2137460525.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,72930.0,6037.0,LOS ANGELES,31080.0,"Los Angeles-Long Beach-Anaheim, CA",4472.0,"LOS ANGELES-RIVERSIDE-ORANGE COUNTY, CA",4480.0,"LOS ANGELES-LONG BEACH, CA",34.0324431,-118.2669915,Approximate,,,Drive-Thru Window,Wi-Fi
1000940934,51,Locations: Chain Restaurants,McDonald's,201 Zelkova Ct NW,CONOVER,NC,28613-8377,Location,United States of America,8284659709.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48550.0,37035.0,CATAWBA,25860.0,"Hickory-Lenoir-Morganton, NC",3290.0,"HICKORY-MORGANTON-LENOIR, NC",,,35.72733,-81.210974,Approximate,,,Drive-Thru Window,Wi-Fi
1000941099,51,Locations: Chain Restaurants,McDonald's,223 N 7th Ave,PHOENIX,AZ,85007-2727,Location,United States of America,6022549374.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,56210.0,4013.0,MARICOPA,38060.0,"Phoenix-Mesa-Scottsdale, AZ",6200.0,"PHOENIX-MESA, AZ",,,33.4511772,-112.0821176,Approximate,,,Drive-Thru Window,Wi-Fi
1000943381,51,Locations: Chain Restaurants,McDonald's,2301 Red Wheat Dr,CLINTON,OK,73601-5315,Location,United States of America,5803230295.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48110.0,40039.0,CUSTER,48220.0,"Weatherford, OK",,,,,35.50109639999999,-98.988185,Approximate,,,Drive-Thru Window,Wi-Fi
1000943545,51,Locations: Chain Restaurants,McDonald's,2305 W Bethany Home Rd,PHOENIX,AZ,85015-1825,Location,United States of America,6022491456.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,57630.0,4013.0,MARICOPA,38060.0,"Phoenix-Mesa-Scottsdale, AZ",6200.0,"PHOENIX-MESA, AZ",,,33.5237571,-112.108583,Approximate,,,Drive-Thru Window,Wi-Fi
1000941481,51,Locations: Chain Restaurants,McDonald's,207 W Broadway,LOUISVILLE,KY,40202-2111,Location,United States of America,5025844773.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51520.0,21111.0,JEFFERSON,31140.0,"Louisville/Jefferson County, KY-IN",4520.0,"LOUISVILLE, KY-IN",,,38.2462598,-85.7554981,Approximate,,,Drive-Thru Window,Wi-Fi
1000941661,51,Locations: Chain Restaurants,McDonald's,2095 SW 484,OCALA,FL,34473,Location,United States of America,3523070828.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48060.0,12083.0,MARION,36100.0,"Ocala, FL",5790.0,"OCALA, FL",,,29.025979,-82.160598,Approximate,,,Drive-Thru Window,Wi-Fi
1000943998,51,Locations: Chain Restaurants,McDonald's,2402 E Southcross Blvd,SAN ANTONIO,TX,78223-2206,Location,United States of America,2105338771.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,55700.0,48029.0,BEXAR,41700.0,"San Antonio-New Braunfels, TX",7240.0,"SAN ANTONIO, TX",,,29.3750464,-98.45632109999998,Approximate,,,Drive-Thru Window,Wi-Fi
1000944006,51,Locations: Chain Restaurants,McDonald's,2402 S Park St,MADISON,WI,53713-2008,Location,United States of America,6082511993.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,52340.0,55025.0,DANE,31540.0,"Madison, WI",4720.0,"MADISON, WI",,,43.039533,-89.394677,Approximate,,,Drive-Thru Window,Wi-Fi
1000942430,51,Locations: Chain Restaurants,McDonald's,Hwy 62 & Hwy 412,ASH FLAT,AR,72513,Location,United States of America,8709947818.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,47620.0,5135.0,SHARP,,,,,,,36.2410629,-91.596306,Approximate,,,Drive-Thru Window,Wi-Fi
1000942795,51,Locations: Chain Restaurants,McDonald's,222 5th Ave N,SEATTLE,WA,98109-5001,Location,United States of America,2064439275.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,57000.0,53033.0,KING,42660.0,"Seattle-Tacoma-Bellevue, WA",7602.0,"SEATTLE-TACOMA-BREMERTON, WA",7600.0,"SEATTLE-BELLEVUE-EVERETT, WA",47.6204944,-122.3471369,Approximate,,,Drive-Thru Window,Wi-Fi
1000942954,51,Locations: Chain Restaurants,McDonald's,2236 S I 75 Business Loop,GRAYLING,MI,49738-2003,Location,United States of America,9893482269.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,47760.0,26039.0,CRAWFORD,,,,,,,44.6532644,-84.70851009999998,Range Interpolated,,,Drive-Thru Window,Wi-Fi
1000945300,51,Locations: Chain Restaurants,McDonald's,2607 S Kings Hwy,MYRTLE BEACH,SC,29577-4811,Location,United States of America,8434484223.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48820.0,45051.0,HORRY,34820.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",5330.0,"MYRTLE BEACH, SC",,,33.666402000000005,-78.9161048,Approximate,,,Drive-Thru Window,Wi-Fi
1000945366,51,Locations: Chain Restaurants,McDonald's,262 Canal St,NEW YORK,NY,10013-3516,Location,United States of America,2129415823.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,66910.0,36061.0,NEW YORK,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5602.0,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-CT-PA",5600.0,"NEW YORK, NY",40.718587,-74.001052,Approximate,,,Drive-Thru Window,Wi-Fi
1000943530,51,Locations: Chain Restaurants,McDonald's,2320 Roll Dr,SAN DIEGO,CA,92154-7237,Location,United States of America,6196617232.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,49520.0,6073.0,SAN DIEGO,41740.0,"San Diego-Carlsbad, CA",7320.0,"SAN DIEGO, CA",,,32.555469,-116.93851200000002,Approximate,,,Drive-Thru Window,Wi-Fi
1000943544,51,Locations: Chain Restaurants,McDonald's,2321 Versailles Rd,LEXINGTON,KY,40504-1605,Location,United States of America,8592548791.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51030.0,21067.0,FAYETTE,30460.0,"Lexington-Fayette, KY",4280.0,"LEXINGTON, KY",,,38.04736010000001,-84.55313819999998,Approximate,,,Drive-Thru Window,Wi-Fi
1000946283,51,Locations: Chain Restaurants,McDonald's,280 S Elm St,WASHINGTON COURT HOUSE,OH,43160-2170,Location,United States of America,7403350453.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48530.0,39047.0,FAYETTE,47920.0,"Washington Court House, OH",,,,,39.54496,-83.4262329,Approximate,,,Drive-Thru Window,Wi-Fi
1000944219,51,Locations: Chain Restaurants,McDonald's,2433 S Loop 289,LUBBOCK,TX,79423-1519,Location,United States of America,8067457678.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,53090.0,48303.0,LUBBOCK,31180.0,"Lubbock, TX",4600.0,"LUBBOCK, TX",,,33.528524600000004,-101.8681198,Approximate,,,Drive-Thru Window,Wi-Fi
1000944232,51,Locations: Chain Restaurants,McDonald's,2435 NW Town Center Dr,HILLSBORO,OR,97006-8948,Location,United States of America,5037473784.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,53900.0,41067.0,WASHINGTON,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",6442.0,"PORTLAND-SALEM, OR-WA",6440.0,"PORTLAND-VANCOUVER, OR-WA",45.537198,-122.867077,Approximate,,,Drive-Thru Window,Wi-Fi
1000944241,51,Locations: Chain Restaurants,McDonald's,2438 W Cermak Rd,CHICAGO,IL,60608-3704,Location,United States of America,7739278643.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,54470.0,17031.0,COOK,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",1602.0,"CHICAGO-GARY-KENOSHA, IL-IN-WI",1600.0,"CHICAGO, IL",41.852327,-87.68743690000002,Approximate,,,Drive-Thru Window,Wi-Fi
1000944250,51,Locations: Chain Restaurants,McDonald's,214 Prospect Ave,HARTFORD,CT,06106-2028,Location,United States of America,8605235303.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,53770.0,9003.0,HARTFORD,25540.0,"Hartford-West Hartford-East Hartford, CT",3280.0,"HARTFORD, CT",,,41.752468,-72.7145228,Approximate,,,Drive-Thru Window,Wi-Fi
1000944254,51,Locations: Chain Restaurants,McDonald's,2440 8th Ave,GREELEY,CO,80631-7035,Location,United States of America,9703526786.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,50760.0,8123.0,WELD,24540.0,"Greeley, CO",2082.0,"DENVER-BOULDER-GREELEY, CO",3060.0,"GREELEY, CO",40.3986497,-104.6906438,Approximate,,,Drive-Thru Window,Wi-Fi
1000944272,51,Locations: Chain Restaurants,McDonald's,2441 SE Washington Blvd,BARTLESVILLE,OK,74006-7218,Location,United States of America,9183333232.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,49770.0,40147.0,WASHINGTON,12780.0,"Bartlesville, OK",,,,,36.7139388,-95.9359262,Approximate,,,Drive-Thru Window,Wi-Fi
1000944275,51,Locations: Chain Restaurants,McDonald's,24410 Merrick Blvd,ROSEDALE,NY,11422-1462,Location,United States of America,7189784803.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,58790.0,36081.0,QUEENS,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5602.0,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-CT-PA",5600.0,"NEW YORK, NY",40.6739334,-73.72899720000002,Approximate,,,Drive-Thru Window,Wi-Fi
1000944281,51,Locations: Chain Restaurants,McDonald's,2443 Hamilton Mill Pkwy,DACULA,GA,30019-4634,Location,United States of America,7706143500.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,50660.0,13135.0,GWINNETT,12060.0,"Atlanta-Sandy Springs-Roswell, GA",520.0,"ATLANTA, GA",,,34.073541,-83.91719599999998,Approximate,,,Drive-Thru Window,Wi-Fi
